text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
"[""{Shouldn't have thought it.} question: {Shouldn't have entertained that idea.} Yes or No? answer: Ġ""]","[[2, 45152, 31231, 282, 75, 33, 802, 24, 49463, 864, 35, 25522, 31231, 282, 75, 33, 23979, 14, 1114, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[9],"[[0.55078125, 0.337158203125, 0.01336669921875, 0.01207733154296875, 0.006134033203125, 0.006122589111328125, 0.0037670135498046875, 0.002658843994140625, 0.0025234222412109375, 0.0022296905517578125, 0.0022125244140625, 0.0021305084228515625, 0.001918792724609375, 0.0018634796142578125, 0.0015430450439453125, 0.00145721435546875, 0.0014295578002929688, 0.0012941360473632812, 0.0011463165283203125, 0.00110626220703125, 0.0009627342224121094, 0.0009474754333496094, 0.000942230224609375, 0.0009150505065917969, 0.0008630752563476562, 0.0008144378662109375, 0.0008039474487304688, 0.000690460205078125, 0.0006518363952636719, 0.0006508827209472656, 0.0006346702575683594, 0.0006146430969238281, 0.0005841255187988281, 0.0005674362182617188, 0.0005383491516113281, 0.0005083084106445312, 0.0004875659942626953, 0.0004718303680419922, 0.0004394054412841797, 0.0003952980041503906, 0.0003917217254638672, 0.00038695335388183594, 0.00038313865661621094, 0.0003619194030761719, 0.0003497600555419922, 0.00034546852111816406, 0.0003428459167480469, 0.0003223419189453125, 0.00031828880310058594, 0.00031566619873046875, 0.0302734375]]","[[9904, 3084, 100, 32523, 14783, 7199, 487, 17425, 8346, 243, 1711, 10932, 7516, 32541, 10643, 46236, 36948, 970, 1185, 133, 14541, 8275, 35882, 975, 1121, 33567, 1106, 2264, 170, 32476, 41010, 25101, 250, 19933, 1213, 6209, 3972, 6766, 3216, 2709, 713, 7608, 42903, 9690, 510, 725, 46659, 2387, 29802, 44142]]"
"[""{As the road climbs higher you'll reach a hidden valley, left behind as the glaciers of the Ice Age melted.} question: {The valley is noticeable almost immediately. } Yes or No? answer: Ġ""]","[[2, 45152, 1620, 5, 921, 30318, 723, 47, 581, 1338, 10, 7397, 15044, 6, 314, 639, 25, 5, 35823, 9, 5, 8761, 8927, 24136, 49463, 864, 35, 25522, 133, 15044, 16, 20228, 818, 1320, 4, 35524, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[10],"[[0.54345703125, 0.43310546875, 0.002925872802734375, 0.0019235610961914062, 0.0015115737915039062, 0.0009059906005859375, 0.0007939338684082031, 0.0007128715515136719, 0.0006928443908691406, 0.00046753883361816406, 0.00043845176696777344, 0.0003712177276611328, 0.00036525726318359375, 0.0003604888916015625, 0.00032973289489746094, 0.00032973289489746094, 0.0003294944763183594, 0.00031828880310058594, 0.000316619873046875, 0.0003094673156738281, 0.0002753734588623047, 0.00024819374084472656, 0.00022494792938232422, 0.00022304058074951172, 0.00021374225616455078, 0.0002123117446899414, 0.00020694732666015625, 0.00018548965454101562, 0.0001850128173828125, 0.00016689300537109375, 0.00016129016876220703, 0.00013458728790283203, 0.00013005733489990234, 0.00012993812561035156, 0.00012767314910888672, 0.0001232624053955078, 0.00012177228927612305, 0.0001188516616821289, 0.00011461973190307617, 0.00010663270950317383, 9.763240814208984e-05, 8.83340835571289e-05, 8.547306060791016e-05, 8.51750373840332e-05, 8.171796798706055e-05, 8.100271224975586e-05, 7.43865966796875e-05, 7.319450378417969e-05, 7.039308547973633e-05, 7.033348083496094e-05, 0.005859375]]","[[3084, 9904, 7199, 32523, 14783, 10932, 100, 487, 243, 970, 36948, 33567, 7516, 25101, 46236, 1711, 8346, 1121, 1185, 133, 440, 32541, 2362, 3216, 46659, 17425, 19847, 8275, 19933, 10643, 41010, 29802, 250, 14541, 9690, 170, 2264, 32476, 975, 42903, 510, 36446, 35882, 6785, 713, 597, 46149, 13984, 3972, 1106]]"
"[""{So it's kind of a problem.} question: {It isn't a problem, this whole situation is not complex.} Yes or No? answer: Ġ""]","[[2, 45152, 2847, 24, 18, 761, 9, 10, 936, 49463, 864, 35, 25522, 243, 965, 75, 10, 936, 6, 42, 1086, 1068, 16, 45, 2632, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[11],"[[0.5146484375, 0.420166015625, 0.007457733154296875, 0.007110595703125, 0.005451202392578125, 0.004840850830078125, 0.0034275054931640625, 0.0015726089477539062, 0.00154876708984375, 0.001544952392578125, 0.0012159347534179688, 0.0010118484497070312, 0.00098419189453125, 0.0008978843688964844, 0.0008535385131835938, 0.0007662773132324219, 0.0007610321044921875, 0.000759124755859375, 0.0006780624389648438, 0.0005598068237304688, 0.0005283355712890625, 0.0005207061767578125, 0.000507354736328125, 0.0004584789276123047, 0.00045561790466308594, 0.0004324913024902344, 0.0004200935363769531, 0.0004036426544189453, 0.00039696693420410156, 0.0003695487976074219, 0.0003540515899658203, 0.00034618377685546875, 0.0003407001495361328, 0.000339508056640625, 0.0003361701965332031, 0.0003323554992675781, 0.0003190040588378906, 0.000316619873046875, 0.00025200843811035156, 0.00024318695068359375, 0.0002334117889404297, 0.00023317337036132812, 0.00022983551025390625, 0.00021314620971679688, 0.0002002716064453125, 0.00019538402557373047, 0.00019371509552001953, 0.00019097328186035156, 0.0001819133758544922, 0.00018107891082763672, 0.01416015625]]","[[3084, 9904, 14783, 7199, 100, 32523, 243, 487, 8346, 10932, 46236, 33567, 7516, 17425, 36948, 1711, 25101, 970, 32541, 133, 1121, 1185, 2362, 29802, 19847, 8275, 14541, 440, 35882, 42903, 975, 2264, 10643, 170, 3216, 713, 31535, 250, 1213, 6209, 894, 1106, 46659, 46149, 6766, 32476, 45435, 33082, 9690, 26752]]"
['{Linda Samels Ceballos entered Loyola Law School in Los Angeles knowing she wanted to represent the poor.} question: {Linda Ceballos went to Loyal Law School.} Yes or No? answer: Ġ'],"[[2, 45152, 574, 8865, 1960, 2507, 230, 3209, 1250, 366, 2867, 226, 2160, 3019, 2589, 835, 11, 1287, 1422, 4730, 79, 770, 7, 3594, 5, 2129, 49463, 864, 35, 25522, 574, 8865, 230, 3209, 1250, 366, 439, 7, 33872, 2589, 835, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[12],"[[0.4921875, 0.4912109375, 0.0020351409912109375, 0.0015611648559570312, 0.0011682510375976562, 0.0009746551513671875, 0.0005269050598144531, 0.0004482269287109375, 0.0003590583801269531, 0.0002999305725097656, 0.0002925395965576172, 0.00021958351135253906, 0.0002079010009765625, 0.00020706653594970703, 0.00019609928131103516, 0.0001920461654663086, 0.00019168853759765625, 0.0001875162124633789, 0.00018072128295898438, 0.0001748800277709961, 0.00017404556274414062, 0.00017213821411132812, 0.00017154216766357422, 0.00016868114471435547, 0.00016057491302490234, 0.00014960765838623047, 0.00014507770538330078, 0.00014102458953857422, 0.00013768672943115234, 0.0001361370086669922, 0.00010484457015991211, 0.00010067224502563477, 9.745359420776367e-05, 9.542703628540039e-05, 9.387731552124023e-05, 8.988380432128906e-05, 8.219480514526367e-05, 7.992982864379883e-05, 7.194280624389648e-05, 7.18235969543457e-05, 6.914138793945312e-05, 6.711483001708984e-05, 6.705522537231445e-05, 6.663799285888672e-05, 6.347894668579102e-05, 6.115436553955078e-05, 5.5670738220214844e-05, 4.988908767700195e-05, 4.947185516357422e-05, 4.8995018005371094e-05, 0.00390625]]","[[9904, 3084, 32523, 7199, 14783, 10932, 487, 100, 33567, 36948, 46236, 8346, 2362, 29802, 3216, 17425, 243, 1185, 440, 1711, 1213, 41010, 970, 25101, 7516, 8275, 133, 1121, 32541, 46659, 19847, 250, 170, 19933, 10643, 975, 9690, 2264, 16991, 32476, 42903, 597, 510, 12350, 713, 2515, 894, 2709, 3972, 46149]]"
"[""{I will share her story another time as it has little connection to Susan other than to say I used to work for them and then later I did not.} question: {Her story is totally intertwined with Susan's.} Yes or No? answer: Ġ""]","[[2, 45152, 100, 40, 458, 69, 527, 277, 86, 25, 24, 34, 410, 2748, 7, 6470, 97, 87, 7, 224, 38, 341, 7, 173, 13, 106, 8, 172, 423, 38, 222, 45, 49463, 864, 35, 25522, 13584, 527, 16, 4940, 35506, 19, 6470, 18, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[13],"[[0.58203125, 0.387939453125, 0.0033702850341796875, 0.00276947021484375, 0.0021495819091796875, 0.0020732879638671875, 0.00115203857421875, 0.0008044242858886719, 0.0005450248718261719, 0.0004515647888183594, 0.00043487548828125, 0.00043392181396484375, 0.0004119873046875, 0.00040721893310546875, 0.00039577484130859375, 0.0003561973571777344, 0.0003497600555419922, 0.0003476142883300781, 0.000335693359375, 0.0003018379211425781, 0.0002872943878173828, 0.0002837181091308594, 0.0002830028533935547, 0.00028133392333984375, 0.0002474784851074219, 0.00022804737091064453, 0.00020873546600341797, 0.00020647048950195312, 0.00019919872283935547, 0.00018715858459472656, 0.0001780986785888672, 0.00017571449279785156, 0.0001748800277709961, 0.0001659393310546875, 0.00016486644744873047, 0.00015151500701904297, 0.00015115737915039062, 0.00015079975128173828, 0.00015056133270263672, 0.00014603137969970703, 0.00013887882232666016, 0.00012946128845214844, 0.0001245737075805664, 0.00012183189392089844, 0.00011146068572998047, 0.00010651350021362305, 0.0001035928726196289, 0.00010102987289428711, 9.191036224365234e-05, 9.071826934814453e-05, 0.0078125]]","[[3084, 9904, 32523, 7199, 14783, 100, 487, 10932, 46236, 243, 7516, 8346, 36948, 440, 2362, 29802, 32541, 1711, 970, 33567, 8275, 3216, 1121, 17425, 133, 1185, 19847, 10643, 975, 25101, 14541, 597, 31535, 2515, 2264, 46659, 19933, 170, 250, 9690, 41010, 32476, 16991, 35882, 510, 42903, 1213, 5096, 2709, 2387]]"
"['{The English gutter press, which was just developing a wide audience, whipped up public hatred toward him over his sex crimes and made him a pariah.} question: {He had a clean criminal record.} Yes or No? answer: Ġ']","[[2, 45152, 133, 2370, 821, 12158, 1228, 6, 61, 21, 95, 2623, 10, 1810, 2437, 6, 23046, 62, 285, 13453, 1706, 123, 81, 39, 2099, 3474, 8, 156, 123, 10, 2242, 7138, 49463, 864, 35, 25522, 894, 56, 10, 2382, 1837, 638, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[14],"[[0.607421875, 0.37109375, 0.002655029296875, 0.0024261474609375, 0.00109100341796875, 0.0006947517395019531, 0.000606536865234375, 0.0005946159362792969, 0.0005850791931152344, 0.00043392181396484375, 0.0003948211669921875, 0.0003936290740966797, 0.0003879070281982422, 0.0003237724304199219, 0.0002884864807128906, 0.0002849102020263672, 0.00027108192443847656, 0.00026416778564453125, 0.00023567676544189453, 0.0002340078353881836, 0.00023031234741210938, 0.0002162456512451172, 0.00019741058349609375, 0.00019693374633789062, 0.00017821788787841797, 0.0001767873764038086, 0.00016498565673828125, 0.00016355514526367188, 0.00015115737915039062, 0.00014829635620117188, 0.00014209747314453125, 0.00014019012451171875, 0.0001399517059326172, 0.00013637542724609375, 0.00011086463928222656, 0.00011008977890014648, 0.00010496377944946289, 9.47117805480957e-05, 9.304285049438477e-05, 9.28044319152832e-05, 9.107589721679688e-05, 9.036064147949219e-05, 8.940696716308594e-05, 8.505582809448242e-05, 7.301568984985352e-05, 6.628036499023438e-05, 6.395578384399414e-05, 6.371736526489258e-05, 5.9604644775390625e-05, 5.930662155151367e-05, 0.00537109375]]","[[3084, 9904, 7199, 32523, 14783, 487, 33567, 100, 10932, 29802, 46659, 36948, 894, 970, 46236, 8346, 243, 17425, 1711, 133, 440, 25101, 2362, 1121, 1213, 19847, 32541, 1185, 7516, 19933, 250, 3216, 8275, 10643, 510, 13112, 32476, 2264, 597, 9690, 16991, 975, 41010, 44142, 170, 42903, 31535, 39254, 13449, 14541]]"
"[""{could they do road work and those kind of things and now and then you get somebody like Charles Manson who just even hasn't a guy around} question: {They couldn't do things like roadwork.} Yes or No? answer: Ġ""]","[[2, 45152, 17304, 51, 109, 921, 173, 8, 167, 761, 9, 383, 8, 122, 8, 172, 47, 120, 4909, 101, 3163, 23445, 54, 95, 190, 2282, 75, 10, 2173, 198, 24303, 864, 35, 25522, 1213, 1705, 75, 109, 383, 101, 921, 6014, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[15],"[[0.493408203125, 0.477783203125, 0.003070831298828125, 0.0024547576904296875, 0.0017337799072265625, 0.0014190673828125, 0.0011882781982421875, 0.0010137557983398438, 0.000919342041015625, 0.0005965232849121094, 0.0005688667297363281, 0.0005130767822265625, 0.0005083084106445312, 0.0004782676696777344, 0.00045561790466308594, 0.00044608116149902344, 0.0003714561462402344, 0.00034737586975097656, 0.00029468536376953125, 0.000293731689453125, 0.0002810955047607422, 0.00027060508728027344, 0.00026679039001464844, 0.0002567768096923828, 0.00025463104248046875, 0.0002428293228149414, 0.00024187564849853516, 0.0002359151840209961, 0.00022518634796142578, 0.00021529197692871094, 0.00020229816436767578, 0.00018835067749023438, 0.00017786026000976562, 0.0001741647720336914, 0.00017368793487548828, 0.00016510486602783203, 0.00015652179718017578, 0.0001537799835205078, 0.00014829635620117188, 0.00014162063598632812, 0.00013756752014160156, 0.00012874603271484375, 0.00011217594146728516, 0.00010955333709716797, 0.00010412931442260742, 0.00010144710540771484, 9.721517562866211e-05, 9.542703628540039e-05, 9.292364120483398e-05, 8.368492126464844e-05, 0.0068359375]]","[[3084, 9904, 32523, 7199, 14783, 1213, 10932, 487, 100, 36948, 33567, 243, 32541, 1711, 46236, 970, 8346, 133, 1121, 14541, 29802, 25101, 10643, 3216, 1185, 2362, 440, 7516, 46659, 32476, 8275, 19933, 9690, 2264, 19847, 17425, 250, 35882, 975, 1106, 170, 510, 41010, 46149, 713, 597, 2709, 1708, 894, 31535]]"
"['{The Astronomer said, ""I don\'t understand you.""} question: {They are confused.} Yes or No? answer: Ġ']","[[2, 45152, 133, 24494, 11032, 26, 6, 22, 100, 218, 75, 1346, 47, 72, 24303, 864, 35, 25522, 1213, 32, 10985, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[16],"[[0.544921875, 0.38037109375, 0.01238250732421875, 0.007305145263671875, 0.004642486572265625, 0.0032329559326171875, 0.00263214111328125, 0.0019063949584960938, 0.0017652511596679688, 0.00167083740234375, 0.00151824951171875, 0.0015048980712890625, 0.001239776611328125, 0.001087188720703125, 0.0009260177612304688, 0.0009083747863769531, 0.0008435249328613281, 0.0007586479187011719, 0.0007386207580566406, 0.0006303787231445312, 0.0005702972412109375, 0.0005631446838378906, 0.0005540847778320312, 0.0005517005920410156, 0.0005364418029785156, 0.000514984130859375, 0.00046706199645996094, 0.00046372413635253906, 0.00046181678771972656, 0.00040531158447265625, 0.00039315223693847656, 0.0003750324249267578, 0.0003657341003417969, 0.00034332275390625, 0.0003418922424316406, 0.0003275871276855469, 0.0003139972686767578, 0.0003046989440917969, 0.00029277801513671875, 0.00029087066650390625, 0.0002887248992919922, 0.00027823448181152344, 0.00026726722717285156, 0.0002639293670654297, 0.00026297569274902344, 0.0002627372741699219, 0.0002586841583251953, 0.0002503395080566406, 0.00023925304412841797, 0.00022971630096435547, 0.01806640625]]","[[9904, 3084, 100, 1213, 7199, 14783, 32523, 487, 10932, 243, 170, 33567, 8346, 1185, 133, 1711, 7516, 970, 8275, 25101, 1121, 46236, 36948, 894, 32541, 2264, 250, 2362, 17425, 3216, 19847, 31535, 29802, 5096, 42903, 10643, 14541, 16991, 440, 19933, 33683, 6209, 791, 46659, 35882, 713, 9690, 597, 6766, 3972]]"
"[""{Corruption and tax-evasion continued, but police clamped down on the political terrorism of the Red Brigades and neo-Fascists and the age-old criminality of the Mafia.} question: {Police didn't fight terrorism at all.} Yes or No? answer: Ġ""]","[[2, 45152, 15228, 26858, 8, 629, 12, 3623, 27720, 1143, 6, 53, 249, 3741, 16458, 159, 15, 5, 559, 4952, 9, 5, 1211, 17443, 4216, 8, 17863, 12, 597, 8631, 1952, 8, 5, 1046, 12, 279, 35322, 9, 5, 37516, 49463, 864, 35, 25522, 9497, 399, 75, 1032, 4952, 23, 70, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[1],"[[0.57421875, 0.3896484375, 0.004459381103515625, 0.0039825439453125, 0.0019330978393554688, 0.0014085769653320312, 0.0009665489196777344, 0.0009584426879882812, 0.0007433891296386719, 0.0007343292236328125, 0.0007176399230957031, 0.0006990432739257812, 0.0006947517395019531, 0.0006275177001953125, 0.0005650520324707031, 0.0005526542663574219, 0.0005431175231933594, 0.000518798828125, 0.0004425048828125, 0.00043487548828125, 0.0004227161407470703, 0.00031256675720214844, 0.0003094673156738281, 0.0003039836883544922, 0.000301361083984375, 0.0002567768096923828, 0.0002472400665283203, 0.000244140625, 0.00024211406707763672, 0.0002391338348388672, 0.00023889541625976562, 0.00023448467254638672, 0.0002294778823852539, 0.0002199411392211914, 0.0002155303955078125, 0.00020837783813476562, 0.00019288063049316406, 0.00018537044525146484, 0.00014579296112060547, 0.00014507770538330078, 0.00012981891632080078, 0.00012636184692382812, 0.0001232624053955078, 0.00011932849884033203, 0.00011914968490600586, 0.00010693073272705078, 9.930133819580078e-05, 9.846687316894531e-05, 9.72747802734375e-05, 9.572505950927734e-05, 0.00927734375]]","[[3084, 9904, 32523, 7199, 14783, 487, 10932, 100, 36948, 33567, 1213, 29802, 970, 17425, 1711, 243, 46659, 133, 8346, 1121, 46236, 25101, 19847, 32541, 170, 19933, 10643, 1185, 597, 2362, 8275, 250, 7516, 440, 16991, 3216, 32476, 2264, 9690, 510, 46149, 39254, 975, 713, 44142, 1708, 14541, 6766, 41010, 35882]]"
"[""{So that's the next } question: {That isn't going to be next} Yes or No? answer: Ġ""]","[[2, 45152, 2847, 14, 18, 5, 220, 35524, 864, 35, 25522, 1711, 965, 75, 164, 7, 28, 220, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[2],"[[0.5595703125, 0.358642578125, 0.01168060302734375, 0.003986358642578125, 0.0033111572265625, 0.003070831298828125, 0.002880096435546875, 0.002849578857421875, 0.0022182464599609375, 0.0021610260009765625, 0.002109527587890625, 0.001972198486328125, 0.001644134521484375, 0.0012416839599609375, 0.0011501312255859375, 0.0011386871337890625, 0.0011234283447265625, 0.0009589195251464844, 0.0008912086486816406, 0.0008296966552734375, 0.0008111000061035156, 0.0007796287536621094, 0.0007729530334472656, 0.0007572174072265625, 0.0006890296936035156, 0.0006780624389648438, 0.0006055831909179688, 0.0005612373352050781, 0.0005550384521484375, 0.0005497932434082031, 0.0005288124084472656, 0.0004992485046386719, 0.0004930496215820312, 0.000492095947265625, 0.0004532337188720703, 0.0004482269287109375, 0.0004456043243408203, 0.00042748451232910156, 0.00042557716369628906, 0.000400543212890625, 0.0004000663757324219, 0.0003528594970703125, 0.0003418922424316406, 0.0003407001495361328, 0.00033545494079589844, 0.00032401084899902344, 0.00031065940856933594, 0.0002932548522949219, 0.00028967857360839844, 0.0002732276916503906, 0.02197265625]]","[[3084, 9904, 7199, 14783, 487, 243, 1711, 100, 10932, 33567, 19192, 32523, 8346, 7516, 35882, 14541, 46236, 713, 970, 2264, 133, 1185, 1121, 19847, 170, 29802, 36948, 17425, 25101, 440, 1213, 8275, 10643, 1106, 19933, 13984, 32541, 2362, 10285, 22491, 975, 31535, 36446, 6766, 32476, 2709, 3216, 6785, 44142, 6209]]"
"[""{Second, we held that the LSCA did not explicitly authorize a private right of action against the LSC.} question: {The LCSA's private right of action against the LSC wasn't explicitly authorized.} Yes or No? answer: Ġ""]","[[2, 45152, 32703, 6, 52, 547, 14, 5, 226, 3632, 250, 222, 45, 16369, 29080, 10, 940, 235, 9, 814, 136, 5, 226, 3632, 49463, 864, 35, 25522, 133, 24756, 3603, 18, 940, 235, 9, 814, 136, 5, 226, 3632, 938, 75, 16369, 8672, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[3],"[[0.59228515625, 0.384521484375, 0.0031642913818359375, 0.002300262451171875, 0.001255035400390625, 0.0010051727294921875, 0.0005869865417480469, 0.0004992485046386719, 0.00048828125, 0.00047850608825683594, 0.0004603862762451172, 0.00045943260192871094, 0.00045943260192871094, 0.00041174888610839844, 0.0003528594970703125, 0.0003528594970703125, 0.0003399848937988281, 0.0003094673156738281, 0.000278472900390625, 0.0002505779266357422, 0.00024580955505371094, 0.0002422332763671875, 0.0002086162567138672, 0.00020039081573486328, 0.00018727779388427734, 0.000179290771484375, 0.00017595291137695312, 0.00014638900756835938, 0.00012993812561035156, 0.00012636184692382812, 0.00012624263763427734, 0.00012242794036865234, 0.00011098384857177734, 0.0001055598258972168, 0.00010079145431518555, 9.870529174804688e-05, 9.375810623168945e-05, 9.316205978393555e-05, 9.191036224365234e-05, 8.940696716308594e-05, 8.463859558105469e-05, 8.088350296020508e-05, 7.748603820800781e-05, 7.718801498413086e-05, 7.575750350952148e-05, 7.539987564086914e-05, 7.104873657226562e-05, 6.973743438720703e-05, 6.729364395141602e-05, 6.496906280517578e-05, 0.00634765625]]","[[9904, 3084, 7199, 32523, 10932, 33567, 487, 14783, 100, 133, 36948, 1121, 243, 46659, 3216, 29802, 970, 8346, 2362, 170, 17425, 1711, 41010, 19847, 8275, 440, 46236, 19933, 25101, 10643, 250, 1185, 2264, 32476, 44142, 33239, 1106, 13112, 32541, 9690, 713, 16991, 2709, 7516, 39254, 13449, 6209, 597, 1213, 510]]"
['{uh well for example uh in Greek there are seven different words for love} question: {The word love only has one word meaning in the Greek language.} Yes or No? answer: Ġ'],"[[2, 45152, 2957, 157, 13, 1246, 37463, 11, 5617, 89, 32, 707, 430, 1617, 13, 657, 24303, 864, 35, 25522, 133, 2136, 657, 129, 34, 65, 2136, 3099, 11, 5, 5617, 2777, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[4],"[[0.5634765625, 0.400390625, 0.0028820037841796875, 0.0020923614501953125, 0.0018215179443359375, 0.0015172958374023438, 0.0012464523315429688, 0.0011777877807617188, 0.0010347366333007812, 0.0010318756103515625, 0.0009589195251464844, 0.0008368492126464844, 0.0007181167602539062, 0.0007009506225585938, 0.0006456375122070312, 0.0005927085876464844, 0.00044727325439453125, 0.0003933906555175781, 0.00037980079650878906, 0.0003762245178222656, 0.00036716461181640625, 0.0003528594970703125, 0.0003116130828857422, 0.00030040740966796875, 0.0002999305725097656, 0.0002956390380859375, 0.0002932548522949219, 0.0002789497375488281, 0.0002582073211669922, 0.00022423267364501953, 0.00020551681518554688, 0.00019609928131103516, 0.00019156932830810547, 0.00018489360809326172, 0.00017964839935302734, 0.00017583370208740234, 0.00017273426055908203, 0.0001691579818725586, 0.00016748905181884766, 0.0001590251922607422, 0.00015342235565185547, 0.0001519918441772461, 0.0001462697982788086, 0.00013756752014160156, 0.00013458728790283203, 0.00012564659118652344, 0.00012505054473876953, 0.00012385845184326172, 0.00012302398681640625, 0.00012034177780151367, 0.01123046875]]","[[3084, 9904, 7199, 10932, 32523, 487, 14783, 100, 36948, 33567, 46659, 970, 243, 1121, 29802, 133, 1711, 46236, 17425, 2362, 8346, 7516, 440, 19847, 250, 19933, 41010, 1185, 8275, 32541, 25101, 10643, 2709, 9690, 3216, 2264, 31535, 975, 16587, 16991, 44142, 597, 510, 170, 42903, 14541, 3972, 3762, 713, 30612]]"
