text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
"[""{could they do road work and those kind of things and now and then you get somebody like Charles Manson who just even hasn't a guy around} question: {They couldn't do things like roadwork.} Yes or No? answer: Ġ""]","[[2, 45152, 17304, 51, 109, 921, 173, 8, 167, 761, 9, 383, 8, 122, 8, 172, 47, 120, 4909, 101, 3163, 23445, 54, 95, 190, 2282, 75, 10, 2173, 198, 24303, 864, 35, 25522, 1213, 1705, 75, 109, 383, 101, 921, 6014, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[15],"[[0.83447265625, 0.1566162109375, 0.000972747802734375, 0.0007047653198242188, 0.0005679130554199219, 0.00047397613525390625, 0.000244140625, 0.00022780895233154297, 0.00018465518951416016, 0.00016772747039794922, 0.0001493692398071289, 0.00012755393981933594, 0.00011205673217773438, 0.00010019540786743164, 9.721517562866211e-05, 9.60230827331543e-05, 9.262561798095703e-05, 8.32676887512207e-05, 8.320808410644531e-05, 8.064508438110352e-05, 7.355213165283203e-05, 6.633996963500977e-05, 6.181001663208008e-05, 6.139278411865234e-05, 5.9604644775390625e-05, 5.918741226196289e-05, 5.8770179748535156e-05, 5.441904067993164e-05, 5.328655242919922e-05, 5.143880844116211e-05, 4.8995018005371094e-05, 4.8220157623291016e-05, 4.673004150390625e-05, 4.57763671875e-05, 4.506111145019531e-05, 4.4345855712890625e-05, 4.267692565917969e-05, 4.26173210144043e-05, 4.225969314575195e-05, 4.0590763092041016e-05, 4.029273986816406e-05, 3.999471664428711e-05, 3.820657730102539e-05, 3.7550926208496094e-05, 3.534555435180664e-05, 3.4809112548828125e-05, 3.4689903259277344e-05, 3.409385681152344e-05, 3.337860107421875e-05, 3.319978713989258e-05, 0.0029296875]]","[[3084, 9904, 7199, 100, 14541, 487, 243, 1213, 13449, 14783, 1185, 7516, 133, 6766, 22491, 673, 29802, 8346, 250, 1711, 170, 440, 1106, 713, 8275, 2264, 970, 35882, 10643, 1640, 1121, 13624, 2362, 9685, 44241, 37128, 12375, 495, 510, 448, 32523, 2895, 20328, 6323, 50118, 2847, 31535, 3684, 5975, 36948]]"
"['{The Astronomer said, ""I don\'t understand you.""} question: {They are confused.} Yes or No? answer: Ġ']","[[2, 45152, 133, 24494, 11032, 26, 6, 22, 100, 218, 75, 1346, 47, 72, 24303, 864, 35, 25522, 1213, 32, 10985, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[16],"[[0.79052734375, 0.1927490234375, 0.0015535354614257812, 0.001194000244140625, 0.0011014938354492188, 0.0008883476257324219, 0.000774383544921875, 0.0005521774291992188, 0.0003497600555419922, 0.0003159046173095703, 0.0002567768096923828, 0.00021457672119140625, 0.00020110607147216797, 0.00019872188568115234, 0.00017440319061279297, 0.00017213821411132812, 0.0001671314239501953, 0.00015985965728759766, 0.00013625621795654297, 0.00012409687042236328, 0.00011849403381347656, 0.00011479854583740234, 0.00011473894119262695, 0.00011473894119262695, 0.00011301040649414062, 0.00010520219802856445, 0.00010377168655395508, 0.00010210275650024414, 0.00010031461715698242, 9.79304313659668e-05, 9.34600830078125e-05, 9.22083854675293e-05, 8.881092071533203e-05, 8.344650268554688e-05, 8.302927017211914e-05, 8.243322372436523e-05, 8.082389831542969e-05, 8.07642936706543e-05, 7.867813110351562e-05, 7.456541061401367e-05, 7.325410842895508e-05, 7.241964340209961e-05, 7.176399230957031e-05, 7.176399230957031e-05, 7.081031799316406e-05, 6.973743438720703e-05, 6.836652755737305e-05, 6.73532485961914e-05, 6.639957427978516e-05, 6.639957427978516e-05, 0.00537109375]]","[[9904, 3084, 33295, 14541, 1213, 100, 7199, 243, 133, 1185, 14783, 16991, 250, 13624, 7516, 10932, 713, 487, 1121, 1106, 8346, 2264, 1711, 10643, 3216, 36948, 29802, 13449, 12375, 6766, 39254, 448, 32458, 8275, 17425, 170, 2895, 495, 975, 32541, 7608, 35882, 25101, 725, 32523, 33567, 31535, 46236, 597, 44241]]"
"[""{Corruption and tax-evasion continued, but police clamped down on the political terrorism of the Red Brigades and neo-Fascists and the age-old criminality of the Mafia.} question: {Police didn't fight terrorism at all.} Yes or No? answer: Ġ""]","[[2, 45152, 15228, 26858, 8, 629, 12, 3623, 27720, 1143, 6, 53, 249, 3741, 16458, 159, 15, 5, 559, 4952, 9, 5, 1211, 17443, 4216, 8, 17863, 12, 597, 8631, 1952, 8, 5, 1046, 12, 279, 35322, 9, 5, 37516, 49463, 864, 35, 25522, 9497, 399, 75, 1032, 4952, 23, 70, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[1],"[[0.8779296875, 0.11444091796875, 0.0010013580322265625, 0.0007476806640625, 0.0003006458282470703, 0.00028133392333984375, 0.00021600723266601562, 0.00017535686492919922, 0.00014841556549072266, 0.00010979175567626953, 9.66787338256836e-05, 9.298324584960938e-05, 8.392333984375e-05, 7.94529914855957e-05, 7.611513137817383e-05, 7.224082946777344e-05, 7.069110870361328e-05, 6.449222564697266e-05, 6.16312026977539e-05, 5.984306335449219e-05, 5.9485435485839844e-05, 5.739927291870117e-05, 5.698204040527344e-05, 4.9948692321777344e-05, 4.947185516357422e-05, 4.607439041137695e-05, 4.565715789794922e-05, 4.458427429199219e-05, 4.380941390991211e-05, 4.225969314575195e-05, 4.094839096069336e-05, 3.999471664428711e-05, 3.844499588012695e-05, 3.737211227416992e-05, 3.68952751159668e-05, 3.647804260253906e-05, 3.629922866821289e-05, 3.4868717193603516e-05, 3.3974647521972656e-05, 3.319978713989258e-05, 3.260374069213867e-05, 3.230571746826172e-05, 3.212690353393555e-05, 3.1888484954833984e-05, 3.123283386230469e-05, 3.11732292175293e-05, 3.0994415283203125e-05, 3.075599670410156e-05, 3.0338764190673828e-05, 3.0338764190673828e-05, 0.0029296875]]","[[3084, 9904, 7199, 487, 14541, 13449, 100, 673, 243, 133, 36948, 29802, 22491, 30612, 14563, 46659, 250, 1185, 7516, 440, 713, 37128, 1121, 14783, 6766, 597, 19933, 12375, 2895, 1106, 448, 495, 2264, 6323, 1711, 50118, 1213, 4741, 510, 970, 170, 10643, 44241, 17425, 33239, 25101, 565, 9685, 104, 5975]]"
"[""{So that's the next } question: {That isn't going to be next} Yes or No? answer: Ġ""]","[[2, 45152, 2847, 14, 18, 5, 220, 35524, 864, 35, 25522, 1711, 965, 75, 164, 7, 28, 220, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[2],"[[0.60888671875, 0.323486328125, 0.01471710205078125, 0.007480621337890625, 0.0028476715087890625, 0.0028171539306640625, 0.0020084381103515625, 0.0018033981323242188, 0.0014657974243164062, 0.0012798309326171875, 0.0012493133544921875, 0.0008416175842285156, 0.000835418701171875, 0.0007519721984863281, 0.0006628036499023438, 0.0006194114685058594, 0.0005888938903808594, 0.0005593299865722656, 0.0005540847778320312, 0.0005426406860351562, 0.0005087852478027344, 0.0004756450653076172, 0.00043320655822753906, 0.0004038810729980469, 0.0003688335418701172, 0.0003457069396972656, 0.0003266334533691406, 0.0003223419189453125, 0.00029015541076660156, 0.0002880096435546875, 0.0002875328063964844, 0.0002846717834472656, 0.00027179718017578125, 0.0002675056457519531, 0.0002560615539550781, 0.00025534629821777344, 0.0002551078796386719, 0.0002505779266357422, 0.00022912025451660156, 0.00022494792938232422, 0.0002129077911376953, 0.00021278858184814453, 0.00020968914031982422, 0.00020956993103027344, 0.00020873546600341797, 0.0002008676528930664, 0.00020015239715576172, 0.0001920461654663086, 0.00018835067749023438, 0.00018012523651123047, 0.017578125]]","[[3084, 9904, 19192, 7199, 100, 243, 14541, 1711, 487, 1185, 133, 2264, 22491, 7516, 713, 6766, 170, 8346, 5975, 29802, 14783, 33567, 6209, 250, 12375, 734, 970, 673, 31535, 1121, 44241, 50118, 2847, 13984, 8275, 24989, 1106, 13449, 36446, 35882, 104, 36948, 33082, 116, 510, 19847, 10643, 2362, 495, 6785]]"
"[""{Second, we held that the LSCA did not explicitly authorize a private right of action against the LSC.} question: {The LCSA's private right of action against the LSC wasn't explicitly authorized.} Yes or No? answer: Ġ""]","[[2, 45152, 32703, 6, 52, 547, 14, 5, 226, 3632, 250, 222, 45, 16369, 29080, 10, 940, 235, 9, 814, 136, 5, 226, 3632, 49463, 864, 35, 25522, 133, 24756, 3603, 18, 940, 235, 9, 814, 136, 5, 226, 3632, 938, 75, 16369, 8672, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[3],"[[0.51025390625, 0.4833984375, 0.0010881423950195312, 0.0004811286926269531, 0.000240325927734375, 0.00021004676818847656, 0.00014078617095947266, 0.0001341104507446289, 0.00012242794036865234, 0.00012242794036865234, 9.98377799987793e-05, 8.815526962280273e-05, 8.565187454223633e-05, 7.027387619018555e-05, 7.027387619018555e-05, 6.711483001708984e-05, 6.61015510559082e-05, 6.312131881713867e-05, 6.014108657836914e-05, 5.990266799926758e-05, 5.6684017181396484e-05, 5.137920379638672e-05, 5.078315734863281e-05, 4.9948692321777344e-05, 4.667043685913086e-05, 4.553794860839844e-05, 4.2498111724853516e-05, 3.814697265625e-05, 3.731250762939453e-05, 3.6716461181640625e-05, 3.653764724731445e-05, 3.653764724731445e-05, 3.629922866821289e-05, 3.463029861450195e-05, 3.355741500854492e-05, 3.2961368560791016e-05, 3.2842159271240234e-05, 3.2782554626464844e-05, 3.135204315185547e-05, 3.081560134887695e-05, 3.0100345611572266e-05, 2.8252601623535156e-05, 2.8014183044433594e-05, 2.8014183044433594e-05, 2.765655517578125e-05, 2.682209014892578e-05, 2.658367156982422e-05, 2.574920654296875e-05, 2.372264862060547e-05, 2.294778823852539e-05, 0.001953125]]","[[9904, 3084, 7199, 487, 133, 673, 13449, 243, 3216, 100, 50118, 510, 14541, 440, 250, 713, 9685, 14563, 565, 44241, 1121, 448, 20328, 170, 29802, 14783, 10004, 6766, 1185, 791, 104, 975, 39254, 33567, 27847, 4148, 10932, 4741, 1640, 36948, 495, 347, 13112, 725, 16991, 597, 2264, 1106, 37128, 45641]]"
['{uh well for example uh in Greek there are seven different words for love} question: {The word love only has one word meaning in the Greek language.} Yes or No? answer: Ġ'],"[[2, 45152, 2957, 157, 13, 1246, 37463, 11, 5617, 89, 32, 707, 430, 1617, 13, 657, 24303, 864, 35, 25522, 133, 2136, 657, 129, 34, 65, 2136, 3099, 11, 5, 5617, 2777, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[4],"[[0.580078125, 0.409912109375, 0.0006594657897949219, 0.0005469322204589844, 0.0004203319549560547, 0.00034356117248535156, 0.0003094673156738281, 0.0002551078796386719, 0.0002148151397705078, 0.00019848346710205078, 0.00019288063049316406, 0.00015997886657714844, 0.0001556873321533203, 0.0001443624496459961, 0.00013256072998046875, 0.0001310110092163086, 0.00010913610458374023, 0.0001068115234375, 0.00010514259338378906, 0.00010418891906738281, 0.00010406970977783203, 7.94529914855957e-05, 7.838010787963867e-05, 7.76052474975586e-05, 7.426738739013672e-05, 7.027387619018555e-05, 6.937980651855469e-05, 6.35981559753418e-05, 6.198883056640625e-05, 6.115436553955078e-05, 6.073713302612305e-05, 6.0617923736572266e-05, 6.0558319091796875e-05, 5.704164505004883e-05, 5.537271499633789e-05, 5.3942203521728516e-05, 5.221366882324219e-05, 5.137920379638672e-05, 5.1081180572509766e-05, 5.1021575927734375e-05, 5.0902366638183594e-05, 4.76837158203125e-05, 4.738569259643555e-05, 4.500150680541992e-05, 4.494190216064453e-05, 4.398822784423828e-05, 4.398822784423828e-05, 4.363059997558594e-05, 4.3272972106933594e-05, 4.178285598754883e-05, 0.00390625]]","[[3084, 9904, 7199, 14541, 487, 673, 100, 243, 133, 7516, 36948, 14783, 13449, 1185, 29802, 250, 50118, 19933, 33567, 713, 10643, 495, 30612, 1121, 12375, 8346, 1106, 975, 44241, 3216, 448, 510, 2895, 104, 3762, 14563, 16991, 725, 970, 10004, 9685, 440, 3684, 565, 2264, 9335, 1711, 2847, 1640, 4688]]"
"[""{You yourself did not happen to notice, madame, when you entered Mrs. Inglethorp's room, whether that door was bolted or not?} question: {Did you notice if the door Mrs. Inglethorp's room was locked or not?} Yes or No? answer: Ġ""]","[[2, 45152, 1185, 2512, 222, 45, 1369, 7, 3120, 6, 7758, 4344, 6, 77, 47, 2867, 3801, 4, 11996, 459, 212, 10782, 18, 929, 6, 549, 14, 1883, 21, 37584, 50, 45, 116, 24303, 864, 35, 25522, 20328, 47, 3120, 114, 5, 1883, 3801, 4, 11996, 459, 212, 10782, 18, 929, 21, 5930, 50, 45, 116, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[5],"[[0.68359375, 0.3017578125, 0.0014505386352539062, 0.0011110305786132812, 0.000675201416015625, 0.0005154609680175781, 0.0004420280456542969, 0.0003447532653808594, 0.00034356117248535156, 0.00031495094299316406, 0.0002875328063964844, 0.00025153160095214844, 0.00019478797912597656, 0.00018155574798583984, 0.0001747608184814453, 0.00015747547149658203, 0.000148773193359375, 0.00014460086822509766, 0.0001329183578491211, 0.0001266002655029297, 0.0001246929168701172, 0.00012314319610595703, 0.00012218952178955078, 0.0001188516616821289, 0.00011706352233886719, 0.00011110305786132812, 0.00010395050048828125, 0.00010216236114501953, 0.00010156631469726562, 9.98377799987793e-05, 8.910894393920898e-05, 8.559226989746094e-05, 8.213520050048828e-05, 8.0108642578125e-05, 7.510185241699219e-05, 7.474422454833984e-05, 7.355213165283203e-05, 7.230043411254883e-05, 7.134675979614258e-05, 7.039308547973633e-05, 6.937980651855469e-05, 6.884336471557617e-05, 6.812810897827148e-05, 6.520748138427734e-05, 6.246566772460938e-05, 6.23464584350586e-05, 5.894899368286133e-05, 5.7697296142578125e-05, 5.7697296142578125e-05, 5.453824996948242e-05, 0.0048828125]]","[[9904, 3084, 100, 7199, 243, 14541, 673, 20328, 1185, 133, 1106, 39254, 7516, 16991, 487, 250, 8275, 10932, 13449, 713, 29802, 1121, 22491, 6209, 3216, 2264, 2387, 10643, 6766, 27847, 45641, 1711, 50118, 14783, 975, 448, 10004, 495, 510, 12375, 12861, 970, 44241, 19933, 1640, 8346, 3972, 7608, 104, 9685]]"
"[""{If you're up to a climb, take the Mount Austin road to the Victoria Peak Gardens.} question: {It is a hike to get to the Victoria Peak Gardens.} Yes or No? answer: Ġ""]","[[2, 45152, 1106, 47, 214, 62, 7, 10, 8264, 6, 185, 5, 5455, 4224, 921, 7, 5, 4769, 19704, 12222, 49463, 864, 35, 25522, 243, 16, 10, 5960, 7, 120, 7, 5, 4769, 19704, 12222, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[6],"[[0.73291015625, 0.263427734375, 0.0002703666687011719, 0.00026106834411621094, 0.00015938282012939453, 0.00015401840209960938, 0.0001480579376220703, 0.00010073184967041016, 9.59634780883789e-05, 8.791685104370117e-05, 6.973743438720703e-05, 6.908178329467773e-05, 6.461143493652344e-05, 6.127357482910156e-05, 5.882978439331055e-05, 4.953145980834961e-05, 4.3511390686035156e-05, 4.202127456665039e-05, 3.62396240234375e-05, 3.522634506225586e-05, 3.439188003540039e-05, 3.224611282348633e-05, 3.2067298889160156e-05, 3.11732292175293e-05, 3.0219554901123047e-05, 3.0040740966796875e-05, 2.968311309814453e-05, 2.8371810913085938e-05, 2.8252601623535156e-05, 2.7835369110107422e-05, 2.7477741241455078e-05, 2.6524066925048828e-05, 2.6285648345947266e-05, 2.5093555450439453e-05, 2.4139881134033203e-05, 2.390146255493164e-05, 2.288818359375e-05, 2.2232532501220703e-05, 2.1636486053466797e-05, 2.086162567138672e-05, 1.9788742065429688e-05, 1.9431114196777344e-05, 1.9371509552001953e-05, 1.901388168334961e-05, 1.8596649169921875e-05, 1.806020736694336e-05, 1.800060272216797e-05, 1.7702579498291016e-05, 1.6808509826660156e-05, 1.5974044799804688e-05, 0.0009765625]]","[[9904, 3084, 14541, 7199, 100, 487, 243, 3216, 14783, 1185, 7516, 673, 133, 1106, 250, 13449, 713, 725, 565, 50118, 104, 8275, 975, 10643, 510, 16991, 448, 19933, 3972, 13624, 2895, 495, 1121, 36948, 32541, 29802, 30612, 25101, 10932, 4148, 22491, 6209, 10004, 46236, 6766, 170, 440, 2709, 347, 597]]"
"[""{you didn't yeah} question: {Yes you did.} Yes or No? answer: Ġ""]","[[2, 45152, 6968, 399, 75, 11380, 24303, 864, 35, 25522, 9904, 47, 222, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[7],"[[0.609375, 0.37158203125, 0.0016613006591796875, 0.0011959075927734375, 0.0009131431579589844, 0.0008840560913085938, 0.0006995201110839844, 0.000667572021484375, 0.0005650520324707031, 0.00043201446533203125, 0.0002999305725097656, 0.00026702880859375, 0.00022518634796142578, 0.00022459030151367188, 0.0002181529998779297, 0.00021398067474365234, 0.00020325183868408203, 0.00019299983978271484, 0.00018787384033203125, 0.00018203258514404297, 0.00016427040100097656, 0.00015020370483398438, 0.0001500844955444336, 0.0001494884490966797, 0.0001456737518310547, 0.00014162063598632812, 0.0001360177993774414, 0.0001348257064819336, 0.00012934207916259766, 0.0001289844512939453, 0.00011903047561645508, 0.00011879205703735352, 0.0001087188720703125, 0.00010818243026733398, 0.00010794401168823242, 0.00010329484939575195, 0.0001004934310913086, 9.72747802734375e-05, 9.459257125854492e-05, 9.125471115112305e-05, 9.012222290039062e-05, 8.928775787353516e-05, 8.720159530639648e-05, 8.678436279296875e-05, 8.654594421386719e-05, 8.600950241088867e-05, 8.45789909362793e-05, 8.392333984375e-05, 8.380413055419922e-05, 8.100271224975586e-05, 0.00634765625]]","[[3084, 9904, 100, 1185, 7199, 487, 243, 14783, 14541, 7516, 16991, 133, 39254, 673, 30612, 29802, 6766, 50118, 8346, 13449, 22491, 12861, 975, 31535, 2264, 713, 42903, 1106, 250, 1711, 46236, 2362, 170, 970, 565, 12375, 9685, 5975, 3216, 20328, 17986, 440, 33082, 44241, 2387, 510, 8275, 1121, 6785, 19933]]"
"['{Yet Hawaii was still an island paradise in the eyes of travelers, if not in those of its original people.} question: {Travelers think that Hawaii is an island paradise.} Yes or No? answer: Ġ']","[[2, 45152, 34995, 6467, 21, 202, 41, 2946, 26215, 11, 5, 2473, 9, 11774, 6, 114, 45, 11, 167, 9, 63, 1461, 82, 49463, 864, 35, 25522, 39258, 268, 206, 14, 6467, 16, 41, 2946, 26215, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[8],"[[0.755859375, 0.2398681640625, 0.0003936290740966797, 0.0002689361572265625, 0.0002491474151611328, 0.0001417398452758789, 0.00013208389282226562, 0.00012177228927612305, 0.00011914968490600586, 9.840726852416992e-05, 6.371736526489258e-05, 6.312131881713867e-05, 6.0558319091796875e-05, 5.990266799926758e-05, 5.841255187988281e-05, 5.5849552154541016e-05, 4.583597183227539e-05, 4.506111145019531e-05, 4.07099723815918e-05, 3.695487976074219e-05, 3.653764724731445e-05, 3.647804260253906e-05, 3.534555435180664e-05, 3.2961368560791016e-05, 3.266334533691406e-05, 3.248453140258789e-05, 2.9087066650390625e-05, 2.8014183044433594e-05, 2.777576446533203e-05, 2.682209014892578e-05, 2.676248550415039e-05, 2.4974346160888672e-05, 2.276897430419922e-05, 2.2411346435546875e-05, 2.2232532501220703e-05, 2.1457672119140625e-05, 2.1159648895263672e-05, 2.1159648895263672e-05, 2.0742416381835938e-05, 2.0682811737060547e-05, 2.0503997802734375e-05, 2.0265579223632812e-05, 2.014636993408203e-05, 2.002716064453125e-05, 1.9490718841552734e-05, 1.919269561767578e-05, 1.913309097290039e-05, 1.8894672393798828e-05, 1.8656253814697266e-05, 1.800060272216797e-05, 0.00146484375]]","[[9904, 3084, 14541, 7199, 100, 673, 243, 14783, 487, 36948, 3216, 133, 6209, 250, 1185, 7516, 510, 1121, 1106, 2895, 13449, 713, 104, 10643, 565, 1711, 32541, 12375, 10932, 19933, 16991, 8346, 448, 8275, 22491, 50118, 5975, 1213, 170, 46236, 35882, 975, 30612, 2387, 2709, 725, 2847, 3972, 6766, 13624]]"
['{Now we have become an atomized society of individuals who get their news--if they get it at all--from TV.} question: {All of our news is on radio and in newspapers.} Yes or No? answer: Ġ'],"[[2, 45152, 5975, 52, 33, 555, 41, 37113, 1538, 2313, 9, 2172, 54, 120, 49, 340, 5579, 1594, 51, 120, 24, 23, 70, 5579, 7761, 1012, 49463, 864, 35, 25522, 3684, 9, 84, 340, 16, 15, 3188, 8, 11, 9911, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[9],"[[0.529296875, 0.461669921875, 0.0008268356323242188, 0.000514984130859375, 0.00045418739318847656, 0.0003917217254638672, 0.00023984909057617188, 0.00021386146545410156, 0.00017261505126953125, 0.00016772747039794922, 0.0001556873321533203, 0.0001499652862548828, 0.00011211633682250977, 0.00011110305786132812, 0.00010818243026733398, 0.00010192394256591797, 9.506940841674805e-05, 9.310245513916016e-05, 8.32676887512207e-05, 7.396936416625977e-05, 7.325410842895508e-05, 6.973743438720703e-05, 6.872415542602539e-05, 6.80685043334961e-05, 6.54458999633789e-05, 6.431341171264648e-05, 6.407499313354492e-05, 6.002187728881836e-05, 5.996227264404297e-05, 5.984306335449219e-05, 5.811452865600586e-05, 5.4895877838134766e-05, 5.346536636352539e-05, 5.161762237548828e-05, 4.9948692321777344e-05, 4.929304122924805e-05, 4.8041343688964844e-05, 4.6312808990478516e-05, 4.369020462036133e-05, 4.2319297790527344e-05, 4.225969314575195e-05, 4.190206527709961e-05, 4.190206527709961e-05, 4.124641418457031e-05, 4.076957702636719e-05, 4.0650367736816406e-05, 3.93986701965332e-05, 3.933906555175781e-05, 3.731250762939453e-05, 3.6656856536865234e-05, 0.00341796875]]","[[3084, 9904, 7199, 14541, 487, 100, 36948, 243, 133, 14783, 13449, 673, 29802, 250, 7516, 1185, 19933, 713, 2895, 170, 27759, 1106, 6766, 1711, 5975, 16991, 1121, 6209, 33567, 46659, 3684, 3216, 2264, 8346, 970, 8275, 22491, 50118, 565, 104, 510, 10643, 6323, 12375, 35882, 13624, 46236, 25101, 10932, 725]]"
['{ To Help You Order  } question: {Help your order here.} Yes or No? answer: Ġ'],"[[2, 45152, 598, 10310, 370, 9729, 1437, 35524, 864, 35, 25522, 28780, 110, 645, 259, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[10],"[[0.7666015625, 0.212890625, 0.0017385482788085938, 0.001071929931640625, 0.0005970001220703125, 0.0005483627319335938, 0.0004887580871582031, 0.0004050731658935547, 0.0003895759582519531, 0.0003566741943359375, 0.00031566619873046875, 0.0002887248992919922, 0.00028777122497558594, 0.0002522468566894531, 0.0002486705780029297, 0.00024628639221191406, 0.0002455711364746094, 0.0002416372299194336, 0.00023758411407470703, 0.00023245811462402344, 0.00022399425506591797, 0.00021719932556152344, 0.00020992755889892578, 0.0001926422119140625, 0.0001760721206665039, 0.00016951560974121094, 0.00015926361083984375, 0.0001462697982788086, 0.00013363361358642578, 0.0001308917999267578, 0.00012314319610595703, 0.0001195073127746582, 0.00011712312698364258, 0.0001170039176940918, 0.00011664628982543945, 0.00011229515075683594, 0.00010782480239868164, 0.00010514259338378906, 9.799003601074219e-05, 9.703636169433594e-05, 9.590387344360352e-05, 9.185075759887695e-05, 9.006261825561523e-05, 8.916854858398438e-05, 8.636713027954102e-05, 8.589029312133789e-05, 8.231401443481445e-05, 8.106231689453125e-05, 7.832050323486328e-05, 7.617473602294922e-05, 0.0087890625]]","[[9904, 3084, 45613, 3216, 100, 1185, 13449, 7199, 50118, 487, 243, 14541, 28780, 133, 673, 1106, 975, 250, 440, 10932, 41010, 6715, 8275, 713, 6766, 14783, 510, 104, 725, 9335, 495, 565, 1640, 29802, 2264, 7516, 5975, 597, 116, 3684, 34447, 170, 3972, 11478, 13987, 347, 19933, 31535, 2709, 3849]]"
