text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
['{Linda Samels Ceballos entered Loyola Law School in Los Angeles knowing she wanted to represent the poor.} question: {Linda Ceballos went to Loyal Law School.} Yes or No? answer: Ġ'],"[[2, 45152, 574, 8865, 1960, 2507, 230, 3209, 1250, 366, 2867, 226, 2160, 3019, 2589, 835, 11, 1287, 1422, 4730, 79, 770, 7, 3594, 5, 2129, 49463, 864, 35, 25522, 574, 8865, 230, 3209, 1250, 366, 439, 7, 33872, 2589, 835, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[12],"[[0.54833984375, 0.443603515625, 0.0005173683166503906, 0.0004782676696777344, 0.00038743019104003906, 0.0003063678741455078, 0.0002808570861816406, 0.00023066997528076172, 0.00022280216217041016, 0.000194549560546875, 0.00018894672393798828, 0.00018680095672607422, 0.00017309188842773438, 0.000164031982421875, 0.00014483928680419922, 0.00012540817260742188, 0.00011223554611206055, 7.68899917602539e-05, 7.522106170654297e-05, 7.152557373046875e-05, 7.063150405883789e-05, 6.99758529663086e-05, 6.663799285888672e-05, 6.645917892456055e-05, 6.538629531860352e-05, 6.246566772460938e-05, 6.222724914550781e-05, 6.133317947387695e-05, 5.9545040130615234e-05, 5.793571472167969e-05, 5.733966827392578e-05, 5.549192428588867e-05, 5.2034854888916016e-05, 4.881620407104492e-05, 4.5180320739746094e-05, 4.1544437408447266e-05, 4.13060188293457e-05, 4.00543212890625e-05, 3.8683414459228516e-05, 3.820657730102539e-05, 3.808736801147461e-05, 3.68952751159668e-05, 3.445148468017578e-05, 3.427267074584961e-05, 3.319978713989258e-05, 3.170967102050781e-05, 3.045797348022461e-05, 3.0159950256347656e-05, 3.0040740966796875e-05, 2.9146671295166016e-05, 0.0029296875]]","[[9904, 3084, 16991, 39254, 7199, 29802, 14541, 243, 10932, 487, 100, 14783, 3216, 13449, 12350, 32541, 36948, 10643, 440, 7516, 2362, 1185, 104, 8346, 50118, 22491, 14563, 33239, 250, 170, 133, 970, 1711, 6323, 41010, 113, 7608, 4420, 6766, 8275, 3684, 33082, 31535, 46659, 32476, 1213, 46236, 37128, 975, 40671]]"
"[""{I will share her story another time as it has little connection to Susan other than to say I used to work for them and then later I did not.} question: {Her story is totally intertwined with Susan's.} Yes or No? answer: Ġ""]","[[2, 45152, 100, 40, 458, 69, 527, 277, 86, 25, 24, 34, 410, 2748, 7, 6470, 97, 87, 7, 224, 38, 341, 7, 173, 13, 106, 8, 172, 423, 38, 222, 45, 49463, 864, 35, 25522, 13584, 527, 16, 4940, 35506, 19, 6470, 18, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[13],"[[0.54931640625, 0.436279296875, 0.001277923583984375, 0.0010614395141601562, 0.0010433197021484375, 0.0007796287536621094, 0.0006737709045410156, 0.0006489753723144531, 0.0004723072052001953, 0.0004258155822753906, 0.0004038810729980469, 0.0002608299255371094, 0.0002276897430419922, 0.0002092123031616211, 0.00018906593322753906, 0.00018346309661865234, 0.00014829635620117188, 0.00014328956604003906, 0.0001348257064819336, 0.00012969970703125, 0.00010764598846435547, 0.00010603666305541992, 0.00010418891906738281, 9.351968765258789e-05, 9.250640869140625e-05, 9.065866470336914e-05, 8.887052536010742e-05, 8.696317672729492e-05, 8.58306884765625e-05, 8.469820022583008e-05, 8.320808410644531e-05, 8.279085159301758e-05, 8.183717727661133e-05, 7.849931716918945e-05, 7.748603820800781e-05, 7.545948028564453e-05, 7.480382919311523e-05, 7.462501525878906e-05, 7.367134094238281e-05, 7.033348083496094e-05, 6.93202018737793e-05, 6.681680679321289e-05, 5.9545040130615234e-05, 5.91278076171875e-05, 5.7637691497802734e-05, 5.739927291870117e-05, 5.626678466796875e-05, 5.614757537841797e-05, 5.4836273193359375e-05, 5.424022674560547e-05, 0.00390625]]","[[3084, 9904, 39254, 7199, 16991, 14541, 29802, 100, 243, 14783, 487, 13449, 32541, 10932, 3216, 440, 7516, 1185, 2362, 33239, 50118, 12350, 970, 14563, 22491, 31535, 36948, 8346, 250, 1711, 10643, 40671, 170, 6766, 42903, 104, 133, 33082, 113, 6323, 46236, 32476, 2895, 19847, 19933, 25101, 32523, 6715, 8275, 1213]]"
"['{The English gutter press, which was just developing a wide audience, whipped up public hatred toward him over his sex crimes and made him a pariah.} question: {He had a clean criminal record.} Yes or No? answer: Ġ']","[[2, 45152, 133, 2370, 821, 12158, 1228, 6, 61, 21, 95, 2623, 10, 1810, 2437, 6, 23046, 62, 285, 13453, 1706, 123, 81, 39, 2099, 3474, 8, 156, 123, 10, 2242, 7138, 49463, 864, 35, 25522, 894, 56, 10, 2382, 1837, 638, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[14],"[[0.58837890625, 0.396484375, 0.001766204833984375, 0.0010938644409179688, 0.0006556510925292969, 0.0006260871887207031, 0.0005364418029785156, 0.0004661083221435547, 0.0004177093505859375, 0.0004031658172607422, 0.0003159046173095703, 0.0002796649932861328, 0.00021457672119140625, 0.0001932382583618164, 0.0001882314682006836, 0.00018739700317382812, 0.00017726421356201172, 0.00016951560974121094, 0.00016939640045166016, 0.00015020370483398438, 0.000148773193359375, 0.00014781951904296875, 0.00014257431030273438, 0.0001417398452758789, 0.00012874603271484375, 0.00012069940567016602, 0.00011986494064331055, 0.00011980533599853516, 0.00011616945266723633, 0.00010907649993896484, 0.00010341405868530273, 9.775161743164062e-05, 9.60230827331543e-05, 9.584426879882812e-05, 9.226799011230469e-05, 8.90493392944336e-05, 8.392333984375e-05, 8.273124694824219e-05, 8.130073547363281e-05, 8.028745651245117e-05, 7.271766662597656e-05, 7.158517837524414e-05, 7.015466690063477e-05, 6.949901580810547e-05, 6.258487701416016e-05, 6.109476089477539e-05, 6.014108657836914e-05, 6.002187728881836e-05, 5.739927291870117e-05, 5.65648078918457e-05, 0.00439453125]]","[[3084, 9904, 7199, 14541, 39254, 243, 29802, 16991, 100, 487, 6323, 14783, 894, 12350, 250, 32541, 10932, 440, 13449, 113, 133, 1711, 3216, 36948, 970, 7516, 32476, 2895, 32458, 2362, 10643, 1185, 8346, 25101, 6766, 33239, 22491, 35882, 50118, 37128, 104, 1121, 14563, 170, 19933, 46659, 13624, 10787, 3684, 40566]]"
"[""{could they do road work and those kind of things and now and then you get somebody like Charles Manson who just even hasn't a guy around} question: {They couldn't do things like roadwork.} Yes or No? answer: Ġ""]","[[2, 45152, 17304, 51, 109, 921, 173, 8, 167, 761, 9, 383, 8, 122, 8, 172, 47, 120, 4909, 101, 3163, 23445, 54, 95, 190, 2282, 75, 10, 2173, 198, 24303, 864, 35, 25522, 1213, 1705, 75, 109, 383, 101, 921, 6014, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[2],[15],"[[0.62109375, 0.368408203125, 0.0009407997131347656, 0.0008420944213867188, 0.00039839744567871094, 0.00035953521728515625, 0.00034928321838378906, 0.0002562999725341797, 0.000247955322265625, 0.00023686885833740234, 0.00021970272064208984, 0.00020647048950195312, 0.00020563602447509766, 0.00015723705291748047, 0.00015425682067871094, 0.00013518333435058594, 0.00013339519500732422, 0.00013315677642822266, 0.00013256072998046875, 0.00012600421905517578, 0.00011551380157470703, 0.0001112818717956543, 9.97781753540039e-05, 9.799003601074219e-05, 9.715557098388672e-05, 9.435415267944336e-05, 9.423494338989258e-05, 9.196996688842773e-05, 9.042024612426758e-05, 8.302927017211914e-05, 8.13603401184082e-05, 7.832050323486328e-05, 7.641315460205078e-05, 7.18832015991211e-05, 6.443262100219727e-05, 6.42538070678711e-05, 6.079673767089844e-05, 5.9604644775390625e-05, 5.835294723510742e-05, 5.835294723510742e-05, 5.805492401123047e-05, 5.650520324707031e-05, 5.626678466796875e-05, 5.370378494262695e-05, 5.155801773071289e-05, 4.941225051879883e-05, 4.756450653076172e-05, 4.470348358154297e-05, 4.2319297790527344e-05, 4.1365623474121094e-05, 0.0029296875]]","[[3084, 9904, 14541, 7199, 243, 39254, 29802, 100, 14783, 16991, 1213, 487, 32541, 440, 10932, 6323, 3216, 22491, 13449, 10643, 32476, 970, 2362, 36948, 6766, 33239, 1185, 7516, 32458, 1711, 133, 250, 8346, 12350, 50118, 2895, 104, 37128, 13624, 19933, 1121, 170, 8275, 35882, 14563, 46659, 7608, 1106, 31535, 32523]]"
"['{The Astronomer said, ""I don\'t understand you.""} question: {They are confused.} Yes or No? answer: Ġ']","[[2, 45152, 133, 24494, 11032, 26, 6, 22, 100, 218, 75, 1346, 47, 72, 24303, 864, 35, 25522, 1213, 32, 10985, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[2],[16],"[[0.61181640625, 0.372314453125, 0.0013332366943359375, 0.0008511543273925781, 0.0006985664367675781, 0.0006709098815917969, 0.0006442070007324219, 0.0006060600280761719, 0.000553131103515625, 0.0004968643188476562, 0.00044536590576171875, 0.0004379749298095703, 0.0003209114074707031, 0.00031757354736328125, 0.0002620220184326172, 0.0001971721649169922, 0.00017142295837402344, 0.00016486644744873047, 0.00015306472778320312, 0.00014412403106689453, 0.0001373291015625, 0.00013589859008789062, 0.00013494491577148438, 0.00013494491577148438, 0.00013244152069091797, 0.0001232624053955078, 0.0001227855682373047, 0.00011986494064331055, 0.00011628866195678711, 0.0001157522201538086, 0.00011563301086425781, 0.00011545419692993164, 0.00011515617370605469, 0.00011360645294189453, 0.00011259317398071289, 0.00010478496551513672, 9.1552734375e-05, 9.059906005859375e-05, 8.803606033325195e-05, 8.654594421386719e-05, 8.350610733032227e-05, 8.022785186767578e-05, 7.444620132446289e-05, 6.74128532409668e-05, 6.61611557006836e-05, 6.431341171264648e-05, 6.318092346191406e-05, 6.306171417236328e-05, 6.0439109802246094e-05, 5.8531761169433594e-05, 0.00439453125]]","[[9904, 3084, 7199, 39254, 14541, 100, 10932, 16991, 487, 243, 29802, 1213, 14783, 113, 3216, 32541, 1185, 2362, 13449, 36948, 12350, 440, 7516, 133, 10643, 1711, 170, 22491, 32458, 970, 250, 6323, 104, 50118, 32476, 8346, 14563, 6766, 35882, 4420, 2895, 40566, 46236, 7608, 1121, 25101, 19933, 40671, 13624, 19847]]"
"[""{Corruption and tax-evasion continued, but police clamped down on the political terrorism of the Red Brigades and neo-Fascists and the age-old criminality of the Mafia.} question: {Police didn't fight terrorism at all.} Yes or No? answer: Ġ""]","[[2, 45152, 15228, 26858, 8, 629, 12, 3623, 27720, 1143, 6, 53, 249, 3741, 16458, 159, 15, 5, 559, 4952, 9, 5, 1211, 17443, 4216, 8, 17863, 12, 597, 8631, 1952, 8, 5, 1046, 12, 279, 35322, 9, 5, 37516, 49463, 864, 35, 25522, 9497, 399, 75, 1032, 4952, 23, 70, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[1],"[[0.68505859375, 0.301513671875, 0.0011472702026367188, 0.0009450912475585938, 0.0008096694946289062, 0.0005578994750976562, 0.0005450248718261719, 0.0005402565002441406, 0.0005383491516113281, 0.0003731250762939453, 0.0003075599670410156, 0.0002467632293701172, 0.0002353191375732422, 0.00015676021575927734, 0.00015664100646972656, 0.0001474618911743164, 0.00014674663543701172, 0.00013947486877441406, 0.0001354217529296875, 0.00013017654418945312, 0.00012576580047607422, 0.00012242794036865234, 0.00011938810348510742, 0.00011932849884033203, 0.00011557340621948242, 0.00011247396469116211, 0.00011086463928222656, 9.894371032714844e-05, 9.679794311523438e-05, 9.512901306152344e-05, 9.453296661376953e-05, 8.7738037109375e-05, 8.702278137207031e-05, 8.64863395690918e-05, 8.493661880493164e-05, 8.308887481689453e-05, 7.873773574829102e-05, 7.259845733642578e-05, 6.532669067382812e-05, 6.35981559753418e-05, 6.008148193359375e-05, 5.751848220825195e-05, 5.704164505004883e-05, 5.704164505004883e-05, 5.4895877838134766e-05, 5.3822994232177734e-05, 5.322694778442383e-05, 5.310773849487305e-05, 4.935264587402344e-05, 4.9173831939697266e-05, 0.00390625]]","[[3084, 9904, 7199, 39254, 29802, 487, 14541, 16991, 243, 13449, 100, 440, 14783, 32541, 33239, 2362, 10932, 3216, 970, 22491, 6323, 12350, 133, 1213, 14563, 10643, 50118, 6766, 113, 250, 7516, 37128, 19847, 36948, 2895, 1185, 170, 1711, 32476, 46659, 19933, 104, 8346, 3684, 25101, 7608, 10787, 8275, 31535, 10365]]"
"[""{So that's the next } question: {That isn't going to be next} Yes or No? answer: Ġ""]","[[2, 45152, 2847, 14, 18, 5, 220, 35524, 864, 35, 25522, 1711, 965, 75, 164, 7, 28, 220, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[2],"[[0.65087890625, 0.335205078125, 0.0010585784912109375, 0.0007557868957519531, 0.0006518363952636719, 0.0006008148193359375, 0.0005841255187988281, 0.0005488395690917969, 0.00042700767517089844, 0.00041747093200683594, 0.0003185272216796875, 0.0002608299255371094, 0.0002467632293701172, 0.0002275705337524414, 0.00017368793487548828, 0.0001735687255859375, 0.0001627206802368164, 0.00016129016876220703, 0.0001531839370727539, 0.00013816356658935547, 0.00013744831085205078, 0.00011664628982543945, 0.00010895729064941406, 0.00010687112808227539, 0.00010448694229125977, 0.00010269880294799805, 0.00010150671005249023, 9.423494338989258e-05, 9.322166442871094e-05, 9.274482727050781e-05, 8.499622344970703e-05, 8.440017700195312e-05, 8.386373519897461e-05, 8.106231689453125e-05, 8.088350296020508e-05, 7.963180541992188e-05, 7.712841033935547e-05, 7.43865966796875e-05, 7.152557373046875e-05, 7.086992263793945e-05, 6.592273712158203e-05, 6.377696990966797e-05, 6.35385513305664e-05, 5.7697296142578125e-05, 5.65648078918457e-05, 5.537271499633789e-05, 5.328655242919922e-05, 5.2928924560546875e-05, 5.036592483520508e-05, 4.9233436584472656e-05, 0.00439453125]]","[[3084, 9904, 7199, 29802, 14541, 13449, 487, 243, 39254, 14783, 100, 32541, 440, 16991, 7516, 2362, 1711, 10932, 3216, 10643, 970, 22491, 19847, 1185, 12350, 133, 31535, 8346, 36948, 6766, 50118, 250, 33082, 46236, 7608, 33239, 14563, 6323, 113, 170, 32476, 32523, 104, 1213, 37128, 10365, 8275, 2895, 3684, 46659]]"
"[""{Second, we held that the LSCA did not explicitly authorize a private right of action against the LSC.} question: {The LCSA's private right of action against the LSC wasn't explicitly authorized.} Yes or No? answer: Ġ""]","[[2, 45152, 32703, 6, 52, 547, 14, 5, 226, 3632, 250, 222, 45, 16369, 29080, 10, 940, 235, 9, 814, 136, 5, 226, 3632, 49463, 864, 35, 25522, 133, 24756, 3603, 18, 940, 235, 9, 814, 136, 5, 226, 3632, 938, 75, 16369, 8672, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[3],"[[0.51171875, 0.47119140625, 0.0013780593872070312, 0.0009331703186035156, 0.000858306884765625, 0.0006504058837890625, 0.0005164146423339844, 0.0005121231079101562, 0.0005059242248535156, 0.0004341602325439453, 0.0003604888916015625, 0.0003604888916015625, 0.00022363662719726562, 0.00019562244415283203, 0.00019156932830810547, 0.0001914501190185547, 0.00017905235290527344, 0.00017452239990234375, 0.00016117095947265625, 0.00016009807586669922, 0.00015628337860107422, 0.00015366077423095703, 0.00015270709991455078, 0.00015032291412353516, 0.00014472007751464844, 0.0001436471939086914, 0.00014293193817138672, 0.00013375282287597656, 0.00012993812561035156, 0.00012218952178955078, 0.00012046098709106445, 0.0001189112663269043, 0.00011086463928222656, 0.0001043081283569336, 0.00010317564010620117, 0.00010186433792114258, 9.834766387939453e-05, 9.703636169433594e-05, 8.797645568847656e-05, 8.589029312133789e-05, 8.51750373840332e-05, 8.338689804077148e-05, 8.118152618408203e-05, 7.95125961303711e-05, 7.30752944946289e-05, 7.224082946777344e-05, 7.092952728271484e-05, 7.092952728271484e-05, 6.61611557006836e-05, 6.598234176635742e-05, 0.005859375]]","[[9904, 3084, 7199, 14541, 243, 100, 16991, 487, 39254, 14783, 10932, 29802, 113, 3216, 50118, 133, 13449, 440, 2362, 250, 36948, 12350, 32541, 8346, 1185, 6323, 970, 170, 7516, 1711, 10643, 14563, 37128, 22491, 1121, 33239, 104, 32458, 2895, 31535, 46236, 6766, 32476, 975, 40671, 713, 19224, 46659, 42903, 35882]]"
['{uh well for example uh in Greek there are seven different words for love} question: {The word love only has one word meaning in the Greek language.} Yes or No? answer: Ġ'],"[[2, 45152, 2957, 157, 13, 1246, 37463, 11, 5617, 89, 32, 707, 430, 1617, 13, 657, 24303, 864, 35, 25522, 133, 2136, 657, 129, 34, 65, 2136, 3099, 11, 5, 5617, 2777, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[4],"[[0.5361328125, 0.4482421875, 0.0008668899536132812, 0.0007648468017578125, 0.0006842613220214844, 0.0006289482116699219, 0.0006136894226074219, 0.0005936622619628906, 0.0004382133483886719, 0.00043129920959472656, 0.00041961669921875, 0.00030231475830078125, 0.0002751350402832031, 0.0002263784408569336, 0.00022089481353759766, 0.0001876354217529297, 0.00018393993377685547, 0.00017583370208740234, 0.00017344951629638672, 0.0001722574234008789, 0.00016987323760986328, 0.00015723705291748047, 0.00014293193817138672, 0.0001423358917236328, 0.00014209747314453125, 0.00013780593872070312, 0.0001283884048461914, 0.00011175870895385742, 0.00010770559310913086, 9.608268737792969e-05, 9.483098983764648e-05, 9.113550186157227e-05, 8.934736251831055e-05, 8.910894393920898e-05, 8.887052536010742e-05, 8.71419906616211e-05, 8.678436279296875e-05, 8.171796798706055e-05, 7.957220077514648e-05, 7.802248001098633e-05, 7.772445678710938e-05, 7.528066635131836e-05, 7.301568984985352e-05, 6.80685043334961e-05, 6.490945816040039e-05, 6.306171417236328e-05, 6.157159805297852e-05, 5.9664249420166016e-05, 5.91278076171875e-05, 5.8591365814208984e-05, 0.00537109375]]","[[3084, 9904, 7199, 14541, 100, 16991, 39254, 243, 29802, 10932, 14783, 487, 13449, 2362, 32541, 7516, 1185, 10643, 12350, 8346, 133, 3216, 36948, 440, 250, 970, 1711, 22491, 50118, 104, 42903, 33239, 8275, 170, 33082, 14563, 6766, 31535, 6323, 113, 40671, 1121, 46236, 7608, 2895, 33683, 12375, 32458, 975, 3684]]"
"[""{You yourself did not happen to notice, madame, when you entered Mrs. Inglethorp's room, whether that door was bolted or not?} question: {Did you notice if the door Mrs. Inglethorp's room was locked or not?} Yes or No? answer: Ġ""]","[[2, 45152, 1185, 2512, 222, 45, 1369, 7, 3120, 6, 7758, 4344, 6, 77, 47, 2867, 3801, 4, 11996, 459, 212, 10782, 18, 929, 6, 549, 14, 1883, 21, 37584, 50, 45, 116, 24303, 864, 35, 25522, 20328, 47, 3120, 114, 5, 1883, 3801, 4, 11996, 459, 212, 10782, 18, 929, 21, 5930, 50, 45, 116, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[5],"[[0.69775390625, 0.28515625, 0.0015411376953125, 0.0012197494506835938, 0.000812530517578125, 0.0008053779602050781, 0.000598907470703125, 0.0005974769592285156, 0.0005202293395996094, 0.0004012584686279297, 0.0003376007080078125, 0.0002567768096923828, 0.00024044513702392578, 0.00023639202117919922, 0.00023162364959716797, 0.00019550323486328125, 0.00017392635345458984, 0.00016450881958007812, 0.00016295909881591797, 0.0001552104949951172, 0.00015044212341308594, 0.00014972686767578125, 0.00014519691467285156, 0.0001404285430908203, 0.00013959407806396484, 0.0001348257064819336, 0.00013303756713867188, 0.00012671947479248047, 0.00012564659118652344, 0.00012290477752685547, 0.00012153387069702148, 0.00010770559310913086, 0.00010585784912109375, 9.864568710327148e-05, 9.483098983764648e-05, 9.351968765258789e-05, 9.28640365600586e-05, 8.749961853027344e-05, 8.738040924072266e-05, 8.64267349243164e-05, 8.33272933959961e-05, 8.231401443481445e-05, 8.195638656616211e-05, 8.094310760498047e-05, 7.94529914855957e-05, 7.873773574829102e-05, 7.814168930053711e-05, 7.486343383789062e-05, 7.033348083496094e-05, 6.920099258422852e-05, 0.00537109375]]","[[9904, 3084, 100, 7199, 14541, 10932, 243, 39254, 29802, 10643, 487, 16991, 3216, 1185, 14783, 32541, 36948, 22491, 133, 13449, 32458, 1711, 7516, 970, 50118, 32476, 104, 2362, 250, 12350, 6766, 8346, 1213, 31535, 1121, 7608, 19933, 35882, 170, 440, 6323, 40566, 38980, 37128, 8275, 46659, 1106, 20328, 113, 33239]]"
"[""{If you're up to a climb, take the Mount Austin road to the Victoria Peak Gardens.} question: {It is a hike to get to the Victoria Peak Gardens.} Yes or No? answer: Ġ""]","[[2, 45152, 1106, 47, 214, 62, 7, 10, 8264, 6, 185, 5, 5455, 4224, 921, 7, 5, 4769, 19704, 12222, 49463, 864, 35, 25522, 243, 16, 10, 5960, 7, 120, 7, 5, 4769, 19704, 12222, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[6],"[[0.80517578125, 0.1888427734375, 0.000698089599609375, 0.0005292892456054688, 0.00028586387634277344, 0.0002701282501220703, 0.00024318695068359375, 0.00023639202117919922, 0.0002079010009765625, 0.0001659393310546875, 0.0001513957977294922, 0.00013840198516845703, 0.00012135505676269531, 9.077787399291992e-05, 7.361173629760742e-05, 6.830692291259766e-05, 5.823373794555664e-05, 5.4717063903808594e-05, 5.429983139038086e-05, 5.078315734863281e-05, 5.0008296966552734e-05, 4.935264587402344e-05, 4.8041343688964844e-05, 4.5359134674072266e-05, 4.4465065002441406e-05, 4.38690185546875e-05, 4.297494888305664e-05, 4.285573959350586e-05, 4.1961669921875e-05, 3.725290298461914e-05, 3.6597251892089844e-05, 3.5881996154785156e-05, 3.5643577575683594e-05, 3.451108932495117e-05, 3.355741500854492e-05, 3.170967102050781e-05, 2.8848648071289062e-05, 2.872943878173828e-05, 2.849102020263672e-05, 2.765655517578125e-05, 2.7060508728027344e-05, 2.6941299438476562e-05, 2.664327621459961e-05, 2.586841583251953e-05, 2.5570392608642578e-05, 2.5391578674316406e-05, 2.5212764739990234e-05, 2.5212764739990234e-05, 2.47955322265625e-05, 2.473592758178711e-05, 0.00146484375]]","[[9904, 3084, 16991, 39254, 10932, 243, 14541, 7199, 3216, 32541, 14783, 100, 29802, 36948, 487, 12350, 13449, 7516, 10643, 4420, 1185, 133, 8346, 970, 250, 32476, 40671, 41010, 46236, 440, 104, 2362, 33082, 170, 50118, 7608, 6323, 25101, 713, 2895, 1711, 31535, 3684, 22491, 40566, 19933, 975, 32458, 1121, 1213]]"
"[""{you didn't yeah} question: {Yes you did.} Yes or No? answer: Ġ""]","[[2, 45152, 6968, 399, 75, 11380, 24303, 864, 35, 25522, 9904, 47, 222, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[7],"[[0.53759765625, 0.448974609375, 0.0008029937744140625, 0.0007600784301757812, 0.000667572021484375, 0.0006642341613769531, 0.0003826618194580078, 0.0003483295440673828, 0.0003440380096435547, 0.00034046173095703125, 0.00033020973205566406, 0.0002949237823486328, 0.00027561187744140625, 0.0002751350402832031, 0.0002751350402832031, 0.00020694732666015625, 0.00018835067749023438, 0.00018799304962158203, 0.00018215179443359375, 0.00014281272888183594, 0.00013017654418945312, 0.00012576580047607422, 0.00011938810348510742, 0.00010305643081665039, 0.00010097026824951172, 0.00010097026824951172, 0.00010073184967041016, 9.351968765258789e-05, 9.316205978393555e-05, 8.910894393920898e-05, 8.815526962280273e-05, 8.195638656616211e-05, 8.189678192138672e-05, 8.118152618408203e-05, 7.921457290649414e-05, 7.909536361694336e-05, 7.88569450378418e-05, 7.68899917602539e-05, 7.349252700805664e-05, 7.05718994140625e-05, 6.979703903198242e-05, 6.639957427978516e-05, 6.490945816040039e-05, 6.467103958129883e-05, 6.389617919921875e-05, 6.324052810668945e-05, 5.7756900787353516e-05, 5.447864532470703e-05, 5.328655242919922e-05, 5.322694778442383e-05, 0.00439453125]]","[[3084, 9904, 7199, 14541, 100, 14783, 487, 29802, 10932, 13449, 243, 16991, 39254, 32541, 1185, 2362, 440, 3216, 7516, 10643, 250, 36948, 46236, 22491, 31535, 8346, 12350, 42903, 33082, 1711, 6323, 33239, 32476, 104, 32523, 170, 975, 133, 970, 19933, 14563, 6766, 35882, 38980, 17425, 37128, 1121, 41010, 12375, 50118]]"
